Project,subject_id,Hemisphere,Surface Type,Hausdorff Distance,ASSD,Chamfer Distance,Self-Intersection C_mwrm,Total Triangles C_mwrm,Colored CA VTK Path
cortexode,201818,lh,pial,5.158043158753476,0.4378807529843478,0.8757615059686956,1327,205296,cortexode_201818_CA_lh_pial_distanceMesh.vtk
cortexode,249947,lh,white,4.194897921361024,0.37592808018889423,0.7518561603777885,0,219588,cortexode_249947_CA_lh_white_distanceMesh.vtk
cortexode,217126,lh,white,9.37540733070225,0.3875413203592638,0.7750826407185276,0,224152,cortexode_217126_CA_lh_white_distanceMesh.vtk
cortexode,207628,lh,pial,5.082814865885683,0.45324445138990405,0.9064889027798081,970,261851,cortexode_207628_CA_lh_pial_distanceMesh.vtk
cortexode,212116,lh,white,5.30022658700426,0.3781068370274843,0.7562136740549686,0,224117,cortexode_212116_CA_lh_white_distanceMesh.vtk
cortexode,211417,lh,white,3.4209837957697062,0.37601076327143423,0.7520215265428685,0,225208,cortexode_211417_CA_lh_white_distanceMesh.vtk
cortexode,212419,lh,white,4.597786700286293,0.37605055490346306,0.7521011098069261,0,228054,cortexode_212419_CA_lh_white_distanceMesh.vtk
cortexode,211922,lh,white,4.533331391915842,0.3733911901386885,0.746782380277377,0,225988,cortexode_211922_CA_lh_white_distanceMesh.vtk
cortexode,200109,lh,pial,4.909395167225873,0.4412391531832846,0.8824783063665692,2282,237066,cortexode_200109_CA_lh_pial_distanceMesh.vtk
cortexode,284646,lh,white,3.948220752527944,0.3844725500019254,0.7689451000038507,0,230492,cortexode_284646_CA_lh_white_distanceMesh.vtk
cortexode,268850,lh,white,4.847157971288501,0.3809132834318715,0.761826566863743,0,231618,cortexode_268850_CA_lh_white_distanceMesh.vtk
cortexode,209228,lh,white,5.802429868321051,0.37674972789174843,0.7534994557834969,2,234806,cortexode_209228_CA_lh_white_distanceMesh.vtk
cortexode,236130,lh,white,3.277684319976663,0.3713304702636787,0.7426609405273574,0,232218,cortexode_236130_CA_lh_white_distanceMesh.vtk
cortexode,280941,lh,white,7.7308260506935484,0.3801569871384599,0.7603139742769198,0,233921,cortexode_280941_CA_lh_white_distanceMesh.vtk
cortexode,239944,lh,white,3.9655287479762373,0.3713835733167904,0.7427671466335808,0,235704,cortexode_239944_CA_lh_white_distanceMesh.vtk
cortexode,227432,lh,white,6.612881452556818,0.38709147846159636,0.7741829569231927,0,230220,cortexode_227432_CA_lh_white_distanceMesh.vtk
cortexode,208125,lh,white,4.088278702971594,0.37339416169034506,0.7467883233806901,0,236197,cortexode_208125_CA_lh_white_distanceMesh.vtk
cortexode,248339,lh,white,4.543052146477623,0.3853294500888202,0.7706589001776404,0,238213,cortexode_248339_CA_lh_white_distanceMesh.vtk
cortexode,257542,lh,white,6.888753662022192,0.38238777219087317,0.7647755443817463,0,237327,cortexode_257542_CA_lh_white_distanceMesh.vtk
cortexode,214625,lh,white,4.192228523811963,0.3755107794431296,0.7510215588862592,0,236597,cortexode_214625_CA_lh_white_distanceMesh.vtk
cortexode,211114,lh,white,6.199429791066144,0.38306453819894315,0.7661290763978863,0,238359,cortexode_211114_CA_lh_white_distanceMesh.vtk
cortexode,220721,lh,white,4.996576213470291,0.3760647972371582,0.7521295944743164,0,243911,cortexode_220721_CA_lh_white_distanceMesh.vtk
cortexode,257845,lh,white,2.9412088157254006,0.37056004296571704,0.7411200859314341,0,243841,cortexode_257845_CA_lh_white_distanceMesh.vtk
cortexode,298455,lh,white,3.7896668487131864,0.37197505390356367,0.7439501078071273,3,241623,cortexode_298455_CA_lh_white_distanceMesh.vtk
cortexode,214726,lh,white,3.9456229006361996,0.3785320575476329,0.7570641150952658,0,244541,cortexode_214726_CA_lh_white_distanceMesh.vtk
cortexode,263436,lh,white,3.611007501085051,0.37586296514288225,0.7517259302857645,0,240789,cortexode_263436_CA_lh_white_distanceMesh.vtk
cortexode,214524,lh,white,7.148991776574016,0.3770996245923439,0.7541992491846878,0,243876,cortexode_214524_CA_lh_white_distanceMesh.vtk
cortexode,287248,lh,white,4.250101218113408,0.3809549931168902,0.7619099862337804,0,244657,cortexode_287248_CA_lh_white_distanceMesh.vtk
cortexode,212823,lh,white,4.761746076400484,0.38002874868308645,0.7600574973661729,2,247482,cortexode_212823_CA_lh_white_distanceMesh.vtk
cortexode,209935,lh,white,3.5749604758583047,0.3770223617402867,0.7540447234805734,0,248796,cortexode_209935_CA_lh_white_distanceMesh.vtk
cortexode,207123,lh,pial,7.280711286635337,0.43860770538717053,0.8772154107743411,146,276497,cortexode_207123_CA_lh_pial_distanceMesh.vtk
cortexode,283543,lh,white,4.109529708683478,0.3747627758603712,0.7495255517207424,0,245339,cortexode_283543_CA_lh_white_distanceMesh.vtk
cortexode,290136,lh,white,3.354523936239457,0.37581465135877945,0.7516293027175589,0,248357,cortexode_290136_CA_lh_white_distanceMesh.vtk
cortexode,210617,lh,white,5.116205223689445,0.38780685076690086,0.7756137015338017,0,245038,cortexode_210617_CA_lh_white_distanceMesh.vtk
cortexode,212015,lh,white,4.28162643594085,0.3808435392218535,0.761687078443707,0,250650,cortexode_212015_CA_lh_white_distanceMesh.vtk
cortexode,285446,lh,white,4.012311671316462,0.37948092801508426,0.7589618560301685,0,250141,cortexode_285446_CA_lh_white_distanceMesh.vtk
cortexode,213421,lh,white,3.671629517856574,0.3806881833225737,0.7613763666451474,0,249297,cortexode_213421_CA_lh_white_distanceMesh.vtk
cortexode,210011,lh,white,5.466502549763843,0.38156392641943454,0.7631278528388691,0,250567,cortexode_210011_CA_lh_white_distanceMesh.vtk
cortexode,200008,lh,pial,4.938754439046461,0.43505460031650456,0.8701092006330091,1843,217064,cortexode_200008_CA_lh_pial_distanceMesh.vtk
cortexode,286650,lh,white,3.829280007110156,0.3777926740730573,0.7555853481461146,0,253525,cortexode_286650_CA_lh_white_distanceMesh.vtk
cortexode,233326,lh,white,4.100458525548252,0.3761686164987954,0.7523372329975908,0,256614,cortexode_233326_CA_lh_white_distanceMesh.vtk
cortexode,298051,lh,white,3.5193223694915057,0.3773364431241695,0.754672886248339,0,260598,cortexode_298051_CA_lh_white_distanceMesh.vtk
cortexode,299154,lh,white,3.6411725372530785,0.37658086134354124,0.7531617226870825,0,257919,cortexode_299154_CA_lh_white_distanceMesh.vtk
cortexode,251833,lh,white,3.9344685020747874,0.374075513824334,0.748151027648668,0,264771,cortexode_251833_CA_lh_white_distanceMesh.vtk
cortexode,211720,lh,white,5.703168152076136,0.3774373529749693,0.7548747059499386,0,269309,cortexode_211720_CA_lh_white_distanceMesh.vtk
cortexode,208428,rh,pial,4.574383998457277,0.44955801057711997,0.8991160211542399,1417,181307,cortexode_208428_CA_rh_pial_distanceMesh.vtk
cortexode,297655,rh,pial,3.8870964053119716,0.4595295425528787,0.9190590851057574,343,185418,cortexode_297655_CA_rh_pial_distanceMesh.vtk
cortexode,268749,lh,white,5.488593524960947,0.3878106415442054,0.7756212830884108,0,278427,cortexode_268749_CA_lh_white_distanceMesh.vtk
cortexode,211215,lh,white,6.585151830439038,0.37005687847490043,0.7401137569498009,0,279548,cortexode_211215_CA_lh_white_distanceMesh.vtk
cortexode,289555,rh,pial,5.214796752747352,0.43879848442975533,0.8775969688595107,1207,188423,cortexode_289555_CA_rh_pial_distanceMesh.vtk
cortexode,200210,lh,pial,5.969558037943723,0.4548709586067649,0.9097419172135298,1205,284846,cortexode_200210_CA_lh_pial_distanceMesh.vtk
cortexode,293748,rh,pial,5.027263173674775,0.42630394230680935,0.8526078846136187,954,189767,cortexode_293748_CA_rh_pial_distanceMesh.vtk
cortexode,205725,lh,white,3.1653694610514633,0.3752452919443857,0.7504905838887714,2,188391,cortexode_205725_CA_lh_white_distanceMesh.vtk
